index_type,query_name,execution_time,cpu_change,memory_change
btree,exact_order_status_btree,0.15425395965576172,0.0,28.6875
btree,exact_product_match_btree,0.0022630691528320312,0.0,0.0
btree,full_text_search_btree,0.04209017753601074,0.0,0.0
btree,fuzzy_product_search_btree,0.005835771560668945,0.0,0.0
btree,inactive_users_btree,-1.0,-1.0,-1.0
btree,join_exact_match_btree,0.001897573471069336,0.0,0.0
btree,monthly_order_status_btree,0.11067652702331543,0.0,0.0
btree,multi_column_category_price,0.005649566650390625,0.0,0.0
btree,multi_table_query_btree,0.0053615570068359375,0.0,0.0
btree,multiple_status_or_btree,0.2968599796295166,0.0,63.41796875
btree,numeric_id_query_btree,0.001965761184692383,0.0,0.0
btree,order_details_btree,0.0061070919036865234,0.0,0.0
btree,order_history,0.15026211738586426,0.0,7.75390625
btree,order_status_analysis_btree,0.014980077743530273,0.0,0.0
btree,order_status_by_month_btree,0.12761831283569336,0.0,0.0
btree,order_status_query_btree,0.1531050205230713,0.0,20.3828125
btree,order_status_summary_btree,0.047406911849975586,0.0,0.0
btree,phone_area_code_btree,0.0069561004638671875,0.0,0.0
btree,prefix_email_match,0.0034475326538085938,0.0,0.0
btree,price_range_products,0.0035943984985351562,0.0,0.00390625
btree,product_description_search_btree,0.011183977127075195,0.0,0.0
btree,product_details_btree,0.0038268566131591797,0.0,0.0
btree,product_info_btree,0.0020134449005126953,0.0,0.0
btree,product_model_search_btree,0.001873016357421875,0.0,0.0
btree,product_name_suffix_btree,0.0019593238830566406,0.0,0.0
btree,product_performance_analysis_btree,2.555850028991699,0.0,0.0
btree,product_performance_pivot,2.2935001850128174,0.0,0.7578125
btree,product_price_changes,1.6865499019622803,0.0,0.0
btree,product_sales_ranking,0.21452903747558594,0.0,0.0
btree,product_search_btree,0.010302305221557617,0.0,0.0
btree,product_stock_analysis_btree,0.003742218017578125,0.0,0.0
btree,range_id_query_btree,0.0015559196472167969,0.0,0.0
btree,range_product_price,0.002775430679321289,0.0,0.0
btree,range_sort_order_date,0.019643068313598633,0.0,0.42578125
btree,sales_dashboard,-1.0,-1.0,-1.0
btree,similar_category_products_btree,0.1356639862060547,0.0,0.0
btree,similar_products_btree,4.75930118560791,0.0,0.0
btree,specific_product_orders_btree,0.14269471168518066,0.0,0.0
btree,stock_status_btree,0.00595855712890625,0.0,0.0
btree,time_series_analysis,-1.0,-1.0,-1.0
btree,timestamp_query_btree,0.00746607780456543,0.0,0.0
btree,trigram_match_btree,0.007129192352294922,0.0,0.0
btree,user_last_order_btree,0.002209186553955078,0.0,0.0
btree,user_lookup_btree,0.002850770950317383,0.0,0.0
btree,user_orders_btree,0.00571751594543457,0.0,0.0
gist,address_ending_gist,0.0019176006317138672,0.0,0.0
gist,address_postal_search_gist,-1.0,-1.0,-1.0
gist,address_search,0.002504110336303711,0.0,0.0
gist,analytics_status_count_gist,0.03941082954406738,0.0,0.0
gist,category_lookup_gist,0.005902767181396484,0.0,0.0
gist,category_performance_gist,1.6198430061340332,0.0,0.015625
gist,category_products_gist,0.002500176429748535,0.0,0.0
gist,cohort_analysis_gist,-1.0,-1.0,-1.0
gist,complex_and_or_filter_gist,0.0022966861724853516,0.0,0.0
gist,complex_range_query,0.1385822296142578,0.0,0.0
gist,customer_domain_analysis_gist,1.402245044708252,0.0,0.0
gist,customer_location_search,0.0021533966064453125,0.0,0.0
gist,customer_order_trends_gist,1.433295488357544,0.0,110.984375
gist,customer_segmentation_gist,0.471083402633667,0.0,1.93359375
gist,customer_spending_gist,0.1921994686126709,0.0,0.0
gist,daily_order_lookup_gist,0.03729820251464844,0.0,0.0
gist,delivery_status_metrics_gist,0.10067510604858398,0.0,0.0
gist,email_domain_search_gist,0.005555391311645508,0.0,0.0
gist,exact_email_match_gist,0.00687718391418457,0.0,0.0
gist,exact_order_lookup_gist,0.03796958923339844,0.0,0.0
gist,exact_order_status_gist,0.16512322425842285,0.0,26.58984375
gist,exact_product_match_gist,0.00170135498046875,0.0,0.0
gist,full_text_search,0.047670602798461914,0.0,0.0
gist,fuzzy_product_search,0.006170988082885742,0.0,0.0
gist,inactive_users_gist,-1.0,-1.0,-1.0
gist,join_exact_match_gist,0.03916811943054199,0.0,0.0
gist,monthly_order_status_gist,0.11199569702148438,0.0,0.0
gist,multi_column_category_price_gist,0.005594491958618164,0.0,0.0
gist,multi_table_query_gist,0.0038056373596191406,0.0,0.0
gist,multiple_status_or_gist,0.2995004653930664,0.0,61.96875
gist,numeric_id_query_gist,0.005522251129150391,0.0,0.0
gist,order_details_gist,0.04447364807128906,0.0,0.0
gist,order_history_gist,0.1482524871826172,0.0,5.8203125
gist,order_status_analysis_gist,0.01887679100036621,0.0,0.0
gist,order_status_by_month_gist,0.12406325340270996,0.0,0.0
gist,order_status_query_gist,0.160569429397583,0.0,17.078125
gist,order_status_summary_gist,0.0558934211730957,0.0,0.0
gist,phone_area_code_gist,0.0031740665435791016,0.0,0.0
gist,prefix_email_match_gist,0.007632017135620117,0.0,0.0
gist,price_range_products_gist,0.006475210189819336,0.0,0.0
gist,product_description_search,0.011934757232666016,0.0,0.0
gist,product_details_gist,0.0390622615814209,0.0,0.0
gist,product_info_gist,0.005096912384033203,0.0,0.0
gist,product_model_search_gist,0.00496363639831543,0.0,0.0
gist,product_name_suffix_gist,0.0021071434020996094,0.0,0.0
gist,product_performance_analysis_gist,2.5461838245391846,0.0,0.0
gist,product_performance_pivot_gist,2.2009198665618896,0.0,0.0
gist,product_price_changes_gist,1.7368433475494385,0.0,0.0
gist,product_sales_ranking_gist,0.23534822463989258,0.0,0.0
gist,product_search,0.00585174560546875,0.0,0.0
gist,product_stock_analysis_gist,0.004403829574584961,0.0,0.0
gist,range_id_query_gist,0.0018875598907470703,0.0,0.0
gist,range_product_price_gist,0.00238800048828125,0.0,0.0
gist,range_sort_order_date_gist,0.018818378448486328,0.0,0.0
gist,sales_dashboard_gist,-1.0,-1.0,-1.0
gist,similar_category_products,0.1371762752532959,0.0,0.0
gist,similar_products,4.7928712368011475,0.0,0.4140625
gist,specific_product_orders_gist,0.04247283935546875,0.0,0.0
gist,stock_status_gist,0.0061762332916259766,0.0,0.0
gist,time_series_analysis_gist,-1.0,-1.0,-1.0
gist,timestamp_query_gist,0.006815671920776367,0.0,0.0
gist,trigram_match,0.002079486846923828,0.0,0.0
gist,user_last_order_gist,0.028632640838623047,0.0,0.0
gist,user_lookup_gist,0.008562803268432617,0.0,0.0
gist,user_orders_gist,0.028072118759155273,0.0,0.0
hash,address_ending_hash,0.0031397342681884766,0.0,0.0
hash,address_postal_search_hash,-1.0,-1.0,-1.0
hash,address_search_hash,0.013567686080932617,0.0,0.0
hash,analytics_status_count_hash,0.038822174072265625,0.0,0.0
hash,category_lookup,0.004876375198364258,0.0,0.0
hash,category_performance_hash,1.6267788410186768,0.0,0.01171875
hash,category_products,0.006622314453125,0.0,0.0
hash,category_products_hash,0.002797365188598633,0.0,0.0
hash,cohort_analysis_hash,-1.0,-1.0,-1.0
hash,complex_and_or_filter_hash,0.0026068687438964844,0.0,0.0
hash,complex_range_query_hash,0.12763762474060059,0.0,0.0
hash,customer_domain_analysis_hash,1.3678984642028809,0.0,0.0
hash,customer_location_search_hash,0.013068437576293945,0.0,0.0
hash,customer_order_trends_hash,1.4121665954589844,0.0,114.01171875
hash,customer_segmentation_hash,0.4481985569000244,0.0,2.0703125
hash,customer_spending_hash,0.19585037231445312,0.0,0.0
hash,daily_order_lookup,0.04684638977050781,0.0,0.0
hash,delivery_status_metrics_hash,0.11449480056762695,0.0,0.0
hash,email_domain_search_hash,0.003025531768798828,0.0,0.0
hash,exact_email_match,0.006129741668701172,0.0,0.0
hash,exact_order_lookup,0.03950309753417969,0.0,0.0
hash,exact_order_status,0.16623401641845703,0.0,29.6640625
hash,exact_product_match,0.006192445755004883,0.0,0.0
hash,full_text_search_hash,0.03914666175842285,0.0,0.0
hash,fuzzy_product_search_hash,0.009955883026123047,0.0,0.0
hash,inactive_users_hash,-1.0,-1.0,-1.0
hash,join_exact_match,0.03716254234313965,0.0,0.0
hash,monthly_order_status_hash,0.1103525161743164,0.0,0.0
hash,multi_column_category_price_hash,0.003271818161010742,0.0,0.00390625
hash,multi_table_query_hash,0.005370616912841797,0.0,0.0
hash,multiple_status_or_hash,0.3249938488006592,0.0,62.6875
hash,numeric_id_query_hash,0.0054509639739990234,0.0,0.0
hash,order_details,0.039728641510009766,0.0,0.0
hash,order_history_hash,0.1525118350982666,0.0,6.4140625
hash,order_status_analysis_hash,0.02724623680114746,0.0,0.0
hash,order_status_by_month_hash,0.12893176078796387,0.0,0.0
hash,order_status_query_hash,0.16930913925170898,0.0,19.1484375
hash,order_status_summary_hash,0.04906296730041504,0.0,0.0
hash,phone_area_code_hash,0.0063610076904296875,0.0,0.0
hash,prefix_email_match_hash,0.01135396957397461,0.0,0.0
hash,price_range_products_hash,0.008535623550415039,0.0,0.0
hash,product_description_search_hash,0.01129460334777832,0.0,0.0
hash,product_details,0.04185986518859863,0.0,0.0
hash,product_info,0.00397181510925293,0.0,0.0
hash,product_model_search_hash,0.00243377685546875,0.0,0.0
hash,product_name_suffix_hash,0.0021331310272216797,0.0,0.0
hash,product_performance_analysis_hash,2.5670673847198486,0.0,0.0
hash,product_performance_pivot_hash,2.231138229370117,0.0,0.0
hash,product_price_changes_hash,1.6666946411132812,0.0,0.0
hash,product_sales_ranking_hash,0.2793700695037842,0.0,0.0
hash,product_search_hash,0.007997512817382812,0.0,0.0
hash,product_stock_analysis_hash,0.0033528804779052734,0.0,0.0
hash,range_id_query_hash,0.0022242069244384766,0.0,0.0
hash,range_product_price_hash,0.003493070602416992,0.0,0.0
hash,range_sort_order_date_hash,0.04987168312072754,0.0,0.0
hash,sales_dashboard_hash,-1.0,-1.0,-1.0
hash,similar_category_products_hash,0.14208769798278809,0.0,0.0
hash,similar_products_hash,4.736252546310425,0.0,-0.02734375
hash,specific_product_orders,0.04076433181762695,0.0,0.07421875
hash,stock_status_hash,0.0019137859344482422,0.0,0.0
hash,time_series_analysis_hash,-1.0,-1.0,-1.0
hash,timestamp_query_hash,0.026762008666992188,0.0,0.0
hash,trigram_match_hash,0.007851839065551758,0.0,0.0
hash,user_last_order,0.02908945083618164,0.0,0.0
hash,user_lookup,0.0049896240234375,0.0,0.0
hash,user_orders,0.0273287296295166,0.0,0.0
reverse,address_ending,0.006486415863037109,0.0,0.0
reverse,address_postal_search,-1.0,-1.0,-1.0
reverse,address_search_reverse,0.012376546859741211,0.0,0.0
reverse,analytics_status_count_reverse,0.04886031150817871,0.0,0.0
reverse,category_lookup_reverse,0.005136251449584961,0.0,0.0
reverse,category_performance_reverse,1.5181467533111572,0.0,0.01171875
reverse,category_products_reverse,0.004137396812438965,0.0,0.0
reverse,cohort_analysis_reverse,-1.0,-1.0,-1.0
reverse,complex_and_or_filter_reverse,0.006492137908935547,0.0,0.0
reverse,complex_range_query_reverse,0.13163328170776367,0.0,0.0
reverse,customer_domain_analysis,1.3830454349517822,0.0,0.0
reverse,customer_location_search_reverse,0.01230001449584961,0.0,0.0
reverse,customer_order_trends_reverse,1.6573667526245117,0.0,110.40234375
reverse,customer_segmentation_reverse,0.4434843063354492,0.0,1.734375
reverse,customer_spending_reverse,0.17722582817077637,0.0,0.0
reverse,daily_order_lookup_reverse,0.04040980339050293,0.0,0.0
reverse,delivery_status_metrics_reverse,0.10042309761047363,0.0,0.0
reverse,email_domain_search,0.0028717517852783203,0.0,0.0
reverse,exact_email_match_reverse,0.004033565521240234,0.0,0.0
reverse,exact_order_lookup_reverse,0.03728961944580078,0.0,0.0
reverse,exact_order_status_reverse,0.16583657264709473,0.0,24.328125
reverse,exact_product_match_reverse,0.0015859603881835938,0.0,0.0
reverse,full_text_search_reverse,0.041468143463134766,0.0,0.0
reverse,fuzzy_product_search_reverse,0.005170345306396484,0.0,0.0
reverse,inactive_users,-1.0,-1.0,-1.0
reverse,join_exact_match_reverse,0.04093313217163086,0.0,0.0
reverse,monthly_order_status_reverse,0.11577749252319336,0.0,0.0
reverse,multi_column_category_price_reverse,0.0021932125091552734,0.0,0.0
reverse,multi_table_query,0.007380962371826172,0.0,0.0
reverse,multiple_status_or_reverse,0.29596447944641113,0.0,60.8203125
reverse,numeric_id_query,0.0020248889923095703,0.0,0.0
reverse,order_details_reverse,0.046630859375,0.0,0.0
reverse,order_history_reverse,0.17093753814697266,0.0,5.9921875
reverse,order_status_analysis_reverse,0.02801036834716797,0.0,0.0
reverse,order_status_by_month_reverse,0.12782883644104004,0.0,0.0
reverse,order_status_query_reverse,0.15691900253295898,0.0,16.4140625
reverse,order_status_summary_reverse,0.046353816986083984,0.0,0.0
reverse,phone_area_code,0.004205465316772461,0.0,0.0
reverse,prefix_email_match_reverse,0.0026993751525878906,0.0,0.0
reverse,price_range_products_reverse,0.0057833194732666016,0.0,0.0
reverse,product_description_search_reverse,0.012759208679199219,0.0,0.0
reverse,product_details_reverse,0.04262089729309082,0.0,0.0
reverse,product_info_reverse,0.001968860626220703,0.0,0.0
reverse,product_model_search,0.006700277328491211,0.0,0.0
reverse,product_name_suffix,0.005540370941162109,0.0,0.0
reverse,product_performance_analysis_reverse,2.5847837924957275,0.0,0.0
reverse,product_performance_pivot_reverse,2.2396955490112305,0.0,0.0
reverse,product_price_changes_reverse,1.6842212677001953,0.0,0.0
reverse,product_sales_ranking_reverse,0.251645565032959,0.0,0.0
reverse,product_search_reverse,0.006135702133178711,0.0,0.0
reverse,product_stock_analysis_reverse,0.0042858123779296875,0.0,0.0
reverse,range_id_query,0.0020797252655029297,0.0,0.0
reverse,range_product_price_reverse,0.0035130977630615234,0.0,0.0
reverse,range_sort_order_date_reverse,0.04218554496765137,0.0,0.0
reverse,sales_dashboard_reverse,-1.0,-1.0,-1.0
